厂别,备件类型,设备类型,膜层,制程,寿命规格,站点,机台号-腔室,参数名称
Array,陶瓷,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,B9500,3AED07-PC2,
Array,陶瓷,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,B9500,3AED07-PC3,
Array,陶瓷,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,B9500,3AED07-PC4,
Array,陶瓷,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,B9500,3AED07-PC5,
Array,陶瓷,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,B9500,3AED16-PC1,
Array,陶瓷,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,B9500,3AED16-PC2,
Array,陶瓷,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,B9500,3AED16-PC3,
Array,陶瓷,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,B9500,3AED16-PC4,
Array,陶瓷,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,B9500,3AED16-PC5,
Array,Shower Plate,DET,GATO,GATO DET,5500sheet,1G500,3AED08-PC1,
Array,Shower Plate,DET,GATO,GATO DET,5500sheet,1G500,3AED08-PC2,
Array,Shower Plate,DET,GATO,GATO DET,5500sheet,1G500,3AED08-PC3,
Array,Shower Plate,DET,GATO,GATO DET,5500sheet,1G500,3AED08-PC4,
Array,Shower Plate,DET,GATO,GATO DET,5500sheet,1G500,3AED08-PC5,
Array,下电极,DET,GATO,GATO DET,65000sheet,1G500,3AED08-PC1,
Array,下电极,DET,GATO,GATO DET,65000sheet,1G500,3AED08-PC2,
Array,下电极,DET,GATO,GATO DET,65000sheet,1G500,3AED08-PC3,
Array,下电极,DET,GATO,GATO DET,65000sheet,1G500,3AED08-PC4,
Array,下电极,DET,GATO,GATO DET,65000sheet,1G500,3AED08-PC5,
Array,陶瓷,DET,GATO,GATO DET,5500sheet,1G500,3AED08-PC1,
Array,陶瓷,DET,GATO,GATO DET,5500sheet,1G500,3AED08-PC2,
Array,陶瓷,DET,GATO,GATO DET,5500sheet,1G500,3AED08-PC3,
Array,陶瓷,DET,GATO,GATO DET,5500sheet,1G500,3AED08-PC4,
Array,陶瓷,DET,GATO,GATO DET,5500sheet,1G500,3AED08-PC5,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,15500.0,3AED01-PC1,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,15500.0,3AED01-PC2,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,15500.0,3AED01-PC3,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,15500.0,3AED01-PC4,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,15500.0,3AED01-PC5,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,15500.0,3AED02-PC1,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,15500.0,3AED02-PC2,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,15500.0,3AED02-PC3,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,15500.0,3AED02-PC4,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,15500.0,3AED02-PC5,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,15500.0,3AED03-PC1,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,15500.0,3AED03-PC3,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,15500.0,3AED03-PC5,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,15500.0,3AED17-PC1,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,15500.0,3AED17-PC2,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,15500.0,3AED17-PC4,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,15500.0,3AED17-PC5,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,18500.0,3AED01-PC1,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,18500.0,3AED01-PC2,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,18500.0,3AED01-PC3,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,18500.0,3AED01-PC4,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,18500.0,3AED01-PC5,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,18500.0,3AED02-PC1,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,18500.0,3AED02-PC2,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,18500.0,3AED02-PC3,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,18500.0,3AED02-PC4,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,18500.0,3AED02-PC5,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,18500.0,3AED03-PC1,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,18500.0,3AED03-PC3,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,18500.0,3AED03-PC5,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,18500.0,3AED17-PC1,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,18500.0,3AED17-PC2,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,18500.0,3AED17-PC4,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,18500.0,3AED17-PC5,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1T500,3AED01-PC1,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1T500,3AED01-PC2,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1T500,3AED01-PC3,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1T500,3AED01-PC4,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1T500,3AED01-PC5,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1T500,3AED02-PC1,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1T500,3AED02-PC2,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1T500,3AED02-PC3,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1T500,3AED02-PC4,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1T500,3AED02-PC5,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1T500,3AED03-PC1,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1T500,3AED03-PC3,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1T500,3AED03-PC5,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1T500,3AED17-PC1,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1T500,3AED17-PC2,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1T500,3AED17-PC4,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1T500,3AED17-PC5,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,B4500,3AED01-PC1,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,B4500,3AED01-PC2,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,B4500,3AED01-PC3,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,B4500,3AED01-PC4,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,B4500,3AED01-PC5,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,B4500,3AED02-PC1,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,B4500,3AED02-PC2,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,B4500,3AED02-PC3,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,B4500,3AED02-PC4,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,B4500,3AED02-PC5,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,B4500,3AED03-PC1,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,B4500,3AED03-PC3,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,B4500,3AED03-PC5,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,B4500,3AED17-PC1,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,B4500,3AED17-PC2,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,B4500,3AED17-PC4,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,B4500,3AED17-PC5,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U500,3AED01-PC1,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U500,3AED01-PC2,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U500,3AED01-PC3,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U500,3AED01-PC4,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U500,3AED01-PC5,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U500,3AED02-PC1,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U500,3AED02-PC2,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U500,3AED02-PC3,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U500,3AED02-PC4,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U500,3AED02-PC5,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U500,3AED03-PC1,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U500,3AED03-PC3,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U500,3AED03-PC5,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U500,3AED17-PC1,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U500,3AED17-PC2,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U500,3AED17-PC4,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U500,3AED17-PC5,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U501,3AED01-PC1,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U501,3AED01-PC2,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U501,3AED01-PC3,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U501,3AED01-PC4,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U501,3AED01-PC5,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U501,3AED02-PC1,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U501,3AED02-PC2,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U501,3AED02-PC3,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U501,3AED02-PC4,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U501,3AED02-PC5,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U501,3AED03-PC1,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U501,3AED03-PC3,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U501,3AED03-PC5,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U501,3AED17-PC1,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U501,3AED17-PC2,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U501,3AED17-PC4,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U501,3AED17-PC5,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U502,3AED01-PC1,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U502,3AED01-PC2,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U502,3AED01-PC3,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U502,3AED01-PC4,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U502,3AED01-PC5,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U502,3AED02-PC1,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U502,3AED02-PC2,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U502,3AED02-PC3,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U502,3AED02-PC4,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U502,3AED02-PC5,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U502,3AED03-PC1,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U502,3AED03-PC3,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U502,3AED03-PC5,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U502,3AED17-PC1,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U502,3AED17-PC2,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U502,3AED17-PC4,
Array,Shower Plate,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U502,3AED17-PC5,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,15500.0,3AED01-PC1,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,15500.0,3AED01-PC2,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,15500.0,3AED01-PC3,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,15500.0,3AED01-PC4,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,15500.0,3AED01-PC5,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,15500.0,3AED02-PC1,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,15500.0,3AED02-PC2,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,15500.0,3AED02-PC3,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,15500.0,3AED02-PC4,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,15500.0,3AED02-PC5,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,15500.0,3AED03-PC1,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,15500.0,3AED03-PC3,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,15500.0,3AED03-PC5,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,15500.0,3AED17-PC1,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,15500.0,3AED17-PC2,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,15500.0,3AED17-PC4,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,15500.0,3AED17-PC5,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,18500.0,3AED01-PC1,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,18500.0,3AED01-PC2,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,18500.0,3AED01-PC3,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,18500.0,3AED01-PC4,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,18500.0,3AED01-PC5,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,18500.0,3AED02-PC1,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,18500.0,3AED02-PC2,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,18500.0,3AED02-PC3,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,18500.0,3AED02-PC4,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,18500.0,3AED02-PC5,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,18500.0,3AED03-PC1,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,18500.0,3AED03-PC3,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,18500.0,3AED03-PC5,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,18500.0,3AED17-PC1,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,18500.0,3AED17-PC2,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,18500.0,3AED17-PC4,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,18500.0,3AED17-PC5,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,1T500,3AED01-PC1,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,1T500,3AED01-PC2,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,1T500,3AED01-PC3,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,1T500,3AED01-PC4,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,1T500,3AED01-PC5,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,1T500,3AED02-PC1,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,1T500,3AED02-PC2,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,1T500,3AED02-PC3,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,1T500,3AED02-PC4,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,1T500,3AED02-PC5,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,1T500,3AED03-PC1,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,1T500,3AED03-PC3,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,1T500,3AED03-PC5,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,1T500,3AED17-PC1,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,1T500,3AED17-PC2,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,1T500,3AED17-PC4,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,1T500,3AED17-PC5,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,B4500,3AED01-PC1,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,B4500,3AED01-PC2,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,B4500,3AED01-PC3,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,B4500,3AED01-PC4,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,B4500,3AED01-PC5,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,B4500,3AED02-PC1,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,B4500,3AED02-PC2,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,B4500,3AED02-PC3,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,B4500,3AED02-PC4,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,B4500,3AED02-PC5,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,B4500,3AED03-PC1,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,B4500,3AED03-PC3,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,B4500,3AED03-PC5,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,B4500,3AED17-PC1,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,B4500,3AED17-PC2,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,B4500,3AED17-PC4,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,B4500,3AED17-PC5,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,1U500,3AED01-PC1,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,1U500,3AED01-PC2,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,1U500,3AED01-PC3,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,1U500,3AED01-PC4,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,1U500,3AED01-PC5,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,1U500,3AED02-PC1,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,1U500,3AED02-PC2,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,1U500,3AED02-PC3,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,1U500,3AED02-PC4,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,1U500,3AED02-PC5,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,1U500,3AED03-PC1,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,1U500,3AED03-PC3,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,1U500,3AED03-PC5,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,1U500,3AED17-PC1,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,1U500,3AED17-PC2,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,1U500,3AED17-PC4,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,1U500,3AED17-PC5,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,1U501,3AED01-PC1,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,1U501,3AED01-PC2,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,1U501,3AED01-PC3,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,1U501,3AED01-PC4,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,1U501,3AED01-PC5,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,1U501,3AED02-PC1,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,1U501,3AED02-PC2,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,1U501,3AED02-PC3,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,1U501,3AED02-PC4,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,1U501,3AED02-PC5,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,1U501,3AED03-PC1,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,1U501,3AED03-PC3,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,1U501,3AED03-PC5,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,1U501,3AED17-PC1,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,1U501,3AED17-PC2,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,1U501,3AED17-PC4,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,1U501,3AED17-PC5,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,1U502,3AED01-PC1,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,1U502,3AED01-PC2,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,1U502,3AED01-PC3,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,1U502,3AED01-PC4,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,1U502,3AED01-PC5,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,1U502,3AED02-PC1,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,1U502,3AED02-PC2,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,1U502,3AED02-PC3,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,1U502,3AED02-PC4,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,1U502,3AED02-PC5,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,1U502,3AED03-PC1,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,1U502,3AED03-PC3,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,1U502,3AED03-PC5,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,1U502,3AED17-PC1,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,1U502,3AED17-PC2,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,1U502,3AED17-PC4,
Array,下电极,DET,M3/M4/M5,M3/M4/M5 DET,65000sheet,1U502,3AED17-PC5,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,15500.0,3AED01-PC1,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,15500.0,3AED01-PC2,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,15500.0,3AED01-PC3,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,15500.0,3AED01-PC4,
